ID_Envio,Fecha_Despacho,Comuna_Destino,Distancia_KM,Tiempo_Prometido_Hrs,Tiempo_Real_Hrs,Estado_Entrega,Motivo_Falla,Tipo_Vehiculo,Costo_Envio_CLP
ENV-2026-00946,2026-07-30 05:34:00,Santiago,18.5,24.0,12.3,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,5700.0
ENV-2026-00947,2026-07-15 01:21:00,La Florida,33.9,24.0,30.1,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,8300.0
ENV-2026-00948,2026-07-14 08:20:00,Quilicura,25.7,12.0,20.8,Fallido,Cliente Ausente,Furgón 1.5T,7000.0
ENV-2026-00949,2026-07-04 02:48:00,San Bernardo,22.1,24.0,18.8,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6100.0
ENV-2026-00950,2026-08-11 10:01:00,Santiago,34.9,48.0,55.0,Entregado con Atraso,Tráfico/Congestión,Camión 3.5T,8500.0
ENV-2026-00951,2026-08-22 02:00:00,San Bernardo,26.1,24.0,27.4,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,7000.0
ENV-2026-00952,2026-07-24 07:26:00,Maipú,34.3,12.0,11.3,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,8200.0
ENV-2026-00953,2026-08-20 19:56:00,Pudahuel,16.9,48.0,67.8,Fallido,Tráfico/Congestión,Furgón 1.5T,5500.0
ENV-2026-00954,2026-07-30 04:18:00,La Florida,24.0,48.0,18.3,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,6700.0
ENV-2026-00955,2026-07-28 11:48:00,Maipú,4.3,24.0,16.9,Entregado a Tiempo,Sin Falla,Furgón 1.5T,3600.0
ENV-2026-00956,2026-08-26 19:35:00,Las Condes,24.6,24.0,25.9,Entregado con Atraso,Cliente Ausente,Furgón 1.5T,6600.0
ENV-2026-00957,2026-08-11 04:36:00,San Bernardo,21.6,24.0,23.8,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,6300.0
ENV-2026-00958,2026-07-09 13:05:00,Maipú,19.5,24.0,17.8,Entregado a Tiempo,Sin Falla,Motocicleta,6300.0
ENV-2026-00959,2026-07-17 00:17:00,Las Condes,24.6,24.0,27.8,Entregado con Atraso,Tráfico/Congestión,Motocicleta,6600.0
ENV-2026-00960,2026-08-27 23:32:00,Quilicura,27.4,24.0,13.2,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7200.0
ENV-2026-00961,2026-07-15 20:18:00,Quilicura,33.6,12.0,10.9,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7900.0
ENV-2026-00962,2026-08-06 06:18:00,Santiago,31.5,24.0,9.9,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,7600.0
ENV-2026-00963,2026-08-05 12:42:00,Puente Alto,24.5,24.0,13.9,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6900.0
ENV-2026-00964,2026-08-11 06:13:00,Las Condes,34.0,48.0,53.9,Entregado con Atraso,Cliente Ausente,Furgón 1.5T,8100.0
ENV-2026-00965,2026-07-08 06:16:00,La Florida,11.5,24.0,25.3,Entregado con Atraso,Tráfico/Congestión,Furgón Eléctrico,5000.0
ENV-2026-00966,2026-08-10 01:00:00,San Bernardo,15.0,24.0,16.4,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5700.0
ENV-2026-00967,2026-08-17 20:27:00,Las Condes,22.0,24.0,15.7,Entregado a Tiempo,Sin Falla,Motocicleta,6100.0
ENV-2026-00968,2026-08-13 18:46:00,La Florida,29.3,24.0,44.9,Fallido,Dirección Incorrecta,Furgón Eléctrico,7700.0
ENV-2026-00969,2026-07-01 08:54:00,Maipú,15.7,24.0,22.4,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5700.0
ENV-2026-00970,2026-07-16 13:54:00,Pudahuel,32.8,48.0,62.0,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,8200.0
ENV-2026-00971,2026-07-07 08:45:00,Pudahuel,3.7,48.0,47.1,Entregado a Tiempo,Sin Falla,Camión 3.5T,3800.0
ENV-2026-00972,2026-08-15 04:18:00,San Bernardo,10.6,24.0,14.8,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4600.0
ENV-2026-00973,2026-08-23 08:12:00,La Florida,18.2,12.0,15.7,Fallido,Cliente Ausente,Furgón 1.5T,5700.0
ENV-2026-00974,2026-07-08 15:42:00,Pudahuel,5.0,12.0,12.1,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,4000.0
ENV-2026-00975,2026-07-25 18:34:00,Puente Alto,9.8,24.0,19.2,Entregado a Tiempo,Sin Falla,Motocicleta,4300.0
ENV-2026-00976,2026-08-19 03:47:00,Puente Alto,15.0,24.0,16.8,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5600.0
ENV-2026-00977,2026-07-25 22:50:00,San Bernardo,19.1,24.0,40.9,Fallido,Dirección Incorrecta,Camión 3.5T,5700.0
ENV-2026-00978,2026-08-17 22:52:00,Santiago,6.9,24.0,22.9,Entregado a Tiempo,Sin Falla,Motocicleta,4200.0
ENV-2026-00979,2026-08-05 02:18:00,Pudahuel,20.4,24.0,24.3,Entregado con Atraso,Tráfico/Congestión,Motocicleta,6000.0
ENV-2026-00980,2026-08-07 17:21:00,San Bernardo,5.9,12.0,10.1,Entregado a Tiempo,Sin Falla,Motocicleta,4300.0
ENV-2026-00981,2026-07-21 23:36:00,La Florida,6.5,24.0,21.2,Entregado a Tiempo,Sin Falla,Motocicleta,4500.0
ENV-2026-00982,2026-08-18 13:08:00,Quilicura,5.4,24.0,18.3,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4200.0
ENV-2026-00983,2026-08-20 16:35:00,Quilicura,12.5,48.0,21.8,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5300.0
ENV-2026-00984,2026-08-02 05:33:00,Las Condes,12.4,12.0,6.3,Entregado a Tiempo,Sin Falla,Motocicleta,4900.0
ENV-2026-00985,2026-07-01 10:53:00,Quilicura,16.3,24.0,18.2,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5900.0
ENV-2026-00986,2026-08-24 05:22:00,Maipú,26.5,12.0,12.9,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,7400.0
ENV-2026-00987,2026-08-11 08:58:00,Maipú,10.6,24.0,13.4,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,4700.0
ENV-2026-00988,2026-08-14 21:59:00,Maipú,19.6,24.0,24.7,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,5800.0
ENV-2026-00989,2026-07-06 04:03:00,San Bernardo,25.5,48.0,20.6,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,7300.0
ENV-2026-00990,2026-08-27 17:51:00,Santiago,13.8,48.0,46.2,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5500.0
ENV-2026-00991,2026-07-16 19:09:00,Maipú,20.3,24.0,21.5,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6400.0
ENV-2026-00992,2026-07-07 20:49:00,Pudahuel,19.2,48.0,65.5,Fallido,Cliente Ausente,Furgón Eléctrico,5900.0
ENV-2026-00993,2026-08-27 17:28:00,Pudahuel,7.9,48.0,60.2,Entregado con Atraso,Tráfico/Congestión,Furgón Eléctrico,4200.0
ENV-2026-00994,2026-07-10 11:11:00,Puente Alto,7.3,24.0,26.4,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,4400.0
ENV-2026-00995,2026-07-05 11:44:00,Quilicura,11.4,24.0,33.2,Fallido,Cliente Ausente,Furgón 1.5T,5000.0
ENV-2026-00996,2026-07-23 18:34:00,Maipú,32.0,24.0,26.3,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,7600.0
ENV-2026-00997,2026-08-18 08:05:00,La Florida,6.2,24.0,20.7,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4400.0
ENV-2026-00998,2026-08-23 21:01:00,Santiago,21.7,24.0,24.7,Entregado con Atraso,Tráfico/Congestión,Motocicleta,6200.0
ENV-2026-00999,2026-08-27 12:51:00,San Bernardo,14.2,24.0,13.6,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5300.0
ENV-2026-01000,2026-07-12 02:28:00,Puente Alto,3.4,24.0,18.0,Entregado a Tiempo,Sin Falla,Furgón 1.5T,3700.0
ENV-2026-01001,2026-07-28 07:21:00,Santiago,15.8,24.0,33.8,Fallido,Zona Inaccesible,Furgón Eléctrico,5300.0
ENV-2026-01002,2026-08-23 06:02:00,Puente Alto,3.6,12.0,16.8,Fallido,Cliente Ausente,Motocicleta,3600.0
ENV-2026-01003,2026-08-26 11:52:00,San Bernardo,21.1,24.0,27.9,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,6100.0
ENV-2026-01004,2026-07-01 04:48:00,Santiago,30.4,24.0,34.2,Fallido,Cliente Ausente,Motocicleta,7500.0
ENV-2026-01005,2026-08-22 20:37:00,Las Condes,17.4,48.0,47.1,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,6100.0
ENV-2026-01006,2026-07-04 14:47:00,Santiago,30.4,24.0,27.4,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,7800.0
ENV-2026-01007,2026-07-27 05:23:00,Las Condes,6.0,12.0,11.5,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,4100.0
ENV-2026-01008,2026-08-14 15:24:00,Quilicura,34.5,24.0,22.1,Entregado a Tiempo,Sin Falla,Furgón 1.5T,8600.0
ENV-2026-01009,2026-08-02 16:59:00,Puente Alto,22.7,24.0,16.6,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6300.0
ENV-2026-01010,2026-07-01 20:18:00,Santiago,3.1,24.0,27.2,Entregado con Atraso,Cliente Ausente,Camión 3.5T,3800.0
ENV-2026-01011,2026-08-16 16:15:00,Pudahuel,14.5,12.0,14.0,Entregado con Atraso,Tráfico/Congestión,Motocicleta,5400.0
ENV-2026-01012,2026-07-23 13:32:00,Quilicura,9.3,48.0,73.7,Fallido,Cliente Ausente,Furgón 1.5T,4600.0
ENV-2026-01013,2026-08-01 12:36:00,Maipú,21.4,12.0,19.0,Fallido,Dirección Incorrecta,Furgón 1.5T,6200.0
ENV-2026-01014,2026-08-29 22:36:00,Puente Alto,24.7,24.0,25.8,Entregado con Atraso,Tráfico/Congestión,Motocicleta,7200.0
ENV-2026-01015,2026-08-14 03:45:00,Maipú,22.3,24.0,25.0,Entregado con Atraso,Tráfico/Congestión,Motocicleta,6700.0
ENV-2026-01016,2026-07-13 20:36:00,Santiago,30.3,24.0,12.9,Entregado a Tiempo,Sin Falla,Furgón 1.5T,8000.0
ENV-2026-01017,2026-07-25 06:59:00,Las Condes,24.8,24.0,17.9,Entregado a Tiempo,Sin Falla,Motocicleta,6700.0
ENV-2026-01018,2026-08-02 12:37:00,Maipú,16.0,12.0,12.5,Entregado con Atraso,Cliente Ausente,Camión 3.5T,5200.0
ENV-2026-01019,2026-07-28 10:36:00,La Florida,30.6,24.0,25.9,Entregado con Atraso,Tráfico/Congestión,Furgón Eléctrico,7700.0
ENV-2026-01020,2026-08-08 17:15:00,La Florida,25.5,24.0,11.8,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7300.0
ENV-2026-01021,2026-07-22 12:04:00,Quilicura,27.7,24.0,26.9,Entregado con Atraso,Tráfico/Congestión,Motocicleta,7300.0
ENV-2026-01022,2026-07-20 15:40:00,San Bernardo,31.5,24.0,21.1,Entregado a Tiempo,Sin Falla,Motocicleta,7700.0
ENV-2026-01023,2026-08-05 21:51:00,Quilicura,15.4,12.0,10.8,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5500.0
ENV-2026-01024,2026-07-15 20:51:00,San Bernardo,18.2,12.0,9.4,Entregado a Tiempo,Sin Falla,Motocicleta,5500.0
ENV-2026-01025,2026-07-24 15:55:00,Pudahuel,18.6,48.0,66.2,Fallido,Dirección Incorrecta,Furgón 1.5T,6100.0
ENV-2026-01026,2026-08-04 04:17:00,Las Condes,9.3,12.0,11.7,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4200.0
ENV-2026-01027,2026-08-03 23:19:00,Las Condes,15.5,48.0,57.1,Entregado con Atraso,Tráfico/Congestión,Motocicleta,5500.0
ENV-2026-01028,2026-07-10 09:39:00,La Florida,33.0,24.0,37.3,Fallido,Cliente Ausente,Motocicleta,8300.0
ENV-2026-01029,2026-07-14 22:37:00,Maipú,24.9,48.0,57.4,Entregado con Atraso,Tráfico/Congestión,Motocicleta,6800.0
ENV-2026-01030,2026-07-15 16:52:00,Quilicura,16.9,24.0,18.8,Entregado a Tiempo,Sin Falla,Camión 3.5T,5800.0
ENV-2026-01031,2026-07-24 20:48:00,Las Condes,9.0,24.0,39.5,Fallido,Tráfico/Congestión,Furgón 1.5T,4300.0
ENV-2026-01032,2026-07-22 00:50:00,La Florida,33.9,12.0,8.7,Entregado a Tiempo,Sin Falla,Motocicleta,8300.0
ENV-2026-01033,2026-07-31 13:43:00,San Bernardo,22.1,24.0,30.1,Entregado con Atraso,Cliente Ausente,Furgón 1.5T,6500.0
ENV-2026-01034,2026-08-07 10:56:00,Quilicura,30.0,12.0,31.7,Fallido,Dirección Incorrecta,Motocicleta,7600.0
ENV-2026-01035,2026-08-01 06:44:00,Las Condes,7.6,24.0,23.7,Entregado a Tiempo,Sin Falla,Motocicleta,4200.0
ENV-2026-01036,2026-07-17 16:53:00,San Bernardo,22.8,24.0,13.1,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,6200.0
ENV-2026-01037,2026-08-22 21:07:00,Quilicura,19.9,24.0,42.9,Fallido,Cliente Ausente,Furgón 1.5T,6100.0
ENV-2026-01038,2026-07-30 05:01:00,La Florida,26.8,12.0,12.7,Entregado con Atraso,Tráfico/Congestión,Camión 3.5T,6900.0
ENV-2026-01039,2026-08-10 00:41:00,San Bernardo,27.2,48.0,68.0,Fallido,Cliente Ausente,Motocicleta,7500.0
ENV-2026-01040,2026-07-18 12:30:00,Las Condes,34.7,12.0,13.1,Entregado con Atraso,Tráfico/Congestión,Motocicleta,8200.0
ENV-2026-01041,2026-07-15 07:32:00,Maipú,33.2,24.0,29.9,Entregado con Atraso,Tráfico/Congestión,Motocicleta,7900.0
ENV-2026-01042,2026-08-06 00:02:00,Santiago,19.5,24.0,34.7,Fallido,Cliente Ausente,Motocicleta,5900.0
ENV-2026-01043,2026-08-23 12:07:00,Pudahuel,26.5,48.0,53.5,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,7200.0
ENV-2026-01044,2026-07-31 11:54:00,San Bernardo,9.5,24.0,37.5,Fallido,Dirección Incorrecta,Furgón 1.5T,4600.0
ENV-2026-01045,2026-07-02 12:23:00,Maipú,11.5,24.0,19.2,Entregado a Tiempo,Sin Falla,Motocicleta,4700.0
ENV-2026-01046,2026-08-17 22:33:00,Maipú,31.7,24.0,29.9,Entregado con Atraso,Tráfico/Congestión,Motocicleta,7800.0
ENV-2026-01047,2026-07-12 18:14:00,San Bernardo,24.2,24.0,23.5,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6900.0
ENV-2026-01048,2026-07-16 11:00:00,La Florida,12.4,48.0,63.8,Fallido,Zona Inaccesible,Furgón 1.5T,4700.0
ENV-2026-01049,2026-07-07 20:39:00,Las Condes,22.4,24.0,23.4,Entregado a Tiempo,Sin Falla,Motocicleta,6800.0
ENV-2026-01050,2026-07-03 11:25:00,San Bernardo,22.2,12.0,20.7,Fallido,Tráfico/Congestión,Furgón 1.5T,6400.0
ENV-2026-01051,2026-08-03 18:55:00,Quilicura,21.8,24.0,41.4,Fallido,Tráfico/Congestión,Furgón 1.5T,6300.0
ENV-2026-01052,2026-08-22 05:51:00,Puente Alto,31.1,24.0,35.2,Fallido,Tráfico/Congestión,Motocicleta,7900.0
ENV-2026-01053,2026-07-04 07:25:00,Puente Alto,31.9,24.0,24.1,Entregado con Atraso,Cliente Ausente,Furgón Eléctrico,8000.0
ENV-2026-01054,2026-07-21 03:08:00,San Bernardo,18.4,24.0,25.0,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,5700.0
ENV-2026-01055,2026-08-14 08:49:00,Las Condes,26.1,24.0,15.2,Entregado a Tiempo,Sin Falla,Motocicleta,6900.0
ENV-2026-01056,2026-07-01 06:42:00,Pudahuel,4.2,24.0,15.1,Entregado a Tiempo,Sin Falla,Furgón 1.5T,3900.0
ENV-2026-01057,2026-08-28 10:46:00,San Bernardo,5.5,12.0,9.2,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,4000.0
ENV-2026-01058,2026-08-18 16:26:00,Las Condes,18.4,12.0,11.5,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6200.0
ENV-2026-01059,2026-07-21 04:31:00,Maipú,16.4,24.0,12.8,Entregado a Tiempo,Sin Falla,Motocicleta,5900.0
ENV-2026-01060,2026-08-01 12:28:00,San Bernardo,25.1,24.0,18.3,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6800.0
ENV-2026-01061,2026-08-11 14:37:00,La Florida,23.2,24.0,18.3,Entregado a Tiempo,Sin Falla,Motocicleta,6900.0
ENV-2026-01062,2026-08-15 03:45:00,Santiago,8.2,24.0,22.0,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,4700.0
ENV-2026-01063,2026-08-22 23:19:00,Pudahuel,15.4,24.0,14.4,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5800.0
ENV-2026-01064,2026-08-23 03:07:00,Maipú,11.2,48.0,78.7,Fallido,Cliente Ausente,Motocicleta,5000.0
ENV-2026-01065,2026-07-23 07:49:00,San Bernardo,27.4,24.0,6.5,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7100.0
ENV-2026-01066,2026-07-10 22:13:00,Las Condes,29.1,24.0,29.6,Entregado con Atraso,Cliente Ausente,Furgón 1.5T,7200.0
ENV-2026-01067,2026-07-12 06:18:00,Quilicura,11.6,24.0,36.4,Fallido,Dirección Incorrecta,Furgón 1.5T,4800.0
ENV-2026-01068,2026-08-22 18:46:00,Santiago,3.3,24.0,32.7,Fallido,Cliente Ausente,Furgón 1.5T,3900.0
ENV-2026-01069,2026-07-21 03:05:00,La Florida,14.4,48.0,50.0,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,5100.0
ENV-2026-01070,2026-08-16 09:46:00,Maipú,3.4,24.0,14.7,Entregado a Tiempo,Sin Falla,Furgón 1.5T,3500.0
ENV-2026-01071,2026-07-31 20:33:00,Maipú,3.4,24.0,17.0,Entregado a Tiempo,Sin Falla,Camión 3.5T,3300.0
ENV-2026-01072,2026-08-16 13:43:00,Quilicura,7.5,24.0,36.3,Fallido,Dirección Incorrecta,Motocicleta,3900.0
ENV-2026-01073,2026-08-19 01:22:00,Pudahuel,26.5,48.0,67.0,Fallido,Dirección Incorrecta,Furgón 1.5T,7200.0
ENV-2026-01074,2026-07-19 08:07:00,Quilicura,13.0,48.0,47.6,Entregado a Tiempo,Sin Falla,Camión 3.5T,5400.0
ENV-2026-01075,2026-08-02 17:24:00,Santiago,26.3,48.0,45.0,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7300.0
ENV-2026-01076,2026-07-21 00:58:00,Santiago,19.6,24.0,22.2,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6000.0
ENV-2026-01077,2026-07-29 05:59:00,La Florida,18.3,24.0,33.3,Fallido,Dirección Incorrecta,Camión 3.5T,6100.0
ENV-2026-01078,2026-08-06 17:14:00,Santiago,33.2,12.0,18.2,Fallido,Cliente Ausente,Furgón 1.5T,8100.0
ENV-2026-01079,2026-07-24 08:26:00,La Florida,27.6,12.0,21.9,Fallido,Dirección Incorrecta,Furgón 1.5T,7100.0
ENV-2026-01080,2026-07-19 10:58:00,Santiago,34.8,12.0,9.9,Entregado a Tiempo,Sin Falla,Camión 3.5T,8700.0
ENV-2026-01081,2026-08-06 21:53:00,Pudahuel,22.3,24.0,11.7,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6800.0
ENV-2026-01082,2026-07-09 03:04:00,Santiago,6.5,48.0,25.3,Entregado a Tiempo,Sin Falla,Motocicleta,4400.0
ENV-2026-01083,2026-07-02 04:15:00,Maipú,6.0,24.0,16.6,Entregado a Tiempo,Sin Falla,Furgón 1.5T,3800.0
ENV-2026-01084,2026-07-14 20:42:00,Quilicura,16.3,24.0,41.1,Fallido,Cliente Ausente,Furgón 1.5T,5400.0
ENV-2026-01085,2026-07-21 17:15:00,Santiago,27.2,24.0,21.3,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7400.0
ENV-2026-01086,2026-07-30 16:29:00,Las Condes,19.8,24.0,22.2,Entregado a Tiempo,Sin Falla,Motocicleta,6100.0
ENV-2026-01087,2026-08-04 19:47:00,San Bernardo,24.9,24.0,27.9,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,6600.0
ENV-2026-01088,2026-07-15 09:28:00,La Florida,9.4,12.0,12.5,Entregado con Atraso,Cliente Ausente,Motocicleta,4400.0
ENV-2026-01089,2026-08-26 12:48:00,San Bernardo,27.9,24.0,11.8,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,7500.0
ENV-2026-01090,2026-08-23 22:29:00,Puente Alto,33.7,12.0,17.9,Fallido,Tráfico/Congestión,Motocicleta,8000.0
ENV-2026-01091,2026-08-12 20:50:00,Santiago,30.4,24.0,33.3,Fallido,Dirección Incorrecta,Furgón 1.5T,7800.0
ENV-2026-01092,2026-08-11 03:29:00,La Florida,3.7,24.0,23.6,Entregado a Tiempo,Sin Falla,Camión 3.5T,3700.0
ENV-2026-01093,2026-08-04 10:08:00,Puente Alto,5.8,24.0,28.3,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,4000.0
ENV-2026-01094,2026-07-26 09:39:00,Quilicura,32.5,24.0,22.0,Entregado a Tiempo,Sin Falla,Motocicleta,8300.0
ENV-2026-01095,2026-07-04 14:11:00,Quilicura,7.7,24.0,12.7,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,4000.0
ENV-2026-01096,2026-08-26 10:27:00,Maipú,23.6,24.0,21.2,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6700.0
ENV-2026-01097,2026-07-26 20:42:00,La Florida,34.9,48.0,28.4,Entregado a Tiempo,Sin Falla,Motocicleta,8400.0
ENV-2026-01098,2026-08-07 17:44:00,Puente Alto,33.3,24.0,25.3,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,8200.0
ENV-2026-01099,2026-08-05 04:14:00,Maipú,6.0,12.0,10.8,Entregado a Tiempo,Sin Falla,Camión 3.5T,4100.0
ENV-2026-01100,2026-07-06 00:02:00,La Florida,13.7,24.0,29.5,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,5200.0
ENV-2026-01101,2026-08-24 16:20:00,Las Condes,7.7,24.0,13.1,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4100.0
ENV-2026-01102,2026-08-06 05:38:00,Santiago,5.2,24.0,16.8,Entregado a Tiempo,Sin Falla,Motocicleta,3900.0
ENV-2026-01103,2026-08-04 18:03:00,Pudahuel,24.3,24.0,64.0,Fallido,Cliente Ausente,Furgón 1.5T,7100.0
ENV-2026-01104,2026-08-01 20:03:00,Puente Alto,33.8,48.0,74.8,Fallido,Zona Inaccesible,Furgón 1.5T,7900.0
ENV-2026-01105,2026-07-01 00:51:00,La Florida,33.8,12.0,8.5,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7900.0
ENV-2026-01106,2026-08-06 23:20:00,Maipú,33.1,24.0,41.4,Fallido,Cliente Ausente,Furgón 1.5T,8000.0
ENV-2026-01107,2026-07-11 02:46:00,Maipú,17.7,24.0,41.2,Fallido,Tráfico/Congestión,Furgón Eléctrico,5700.0
ENV-2026-01108,2026-07-04 17:52:00,Puente Alto,22.8,24.0,15.2,Entregado a Tiempo,Sin Falla,Motocicleta,6600.0
ENV-2026-01109,2026-07-22 14:53:00,San Bernardo,14.9,24.0,17.0,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5000.0
ENV-2026-01110,2026-07-23 23:51:00,Quilicura,24.4,24.0,23.5,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6700.0
ENV-2026-01111,2026-07-27 18:26:00,Puente Alto,6.3,24.0,34.1,Fallido,Cliente Ausente,Motocicleta,4000.0
ENV-2026-01112,2026-07-02 20:20:00,Quilicura,11.8,12.0,18.7,Fallido,Tráfico/Congestión,Motocicleta,5100.0
ENV-2026-01113,2026-08-22 12:28:00,Quilicura,5.9,24.0,24.0,Entregado a Tiempo,Sin Falla,Camión 3.5T,4200.0
ENV-2026-01114,2026-07-12 11:27:00,Quilicura,9.5,24.0,17.0,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4500.0
ENV-2026-01115,2026-08-15 11:39:00,La Florida,34.4,24.0,47.0,Fallido,Cliente Ausente,Furgón 1.5T,8000.0
ENV-2026-01116,2026-07-17 04:25:00,Quilicura,15.6,48.0,94.8,Fallido,Cliente Ausente,Motocicleta,5200.0
ENV-2026-01117,2026-08-05 06:10:00,Maipú,27.3,24.0,21.3,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,7200.0
ENV-2026-01118,2026-07-14 21:55:00,Maipú,10.9,24.0,28.2,Entregado con Atraso,Cliente Ausente,Furgón 1.5T,5000.0
ENV-2026-01119,2026-08-25 09:53:00,Pudahuel,27.0,24.0,43.3,Fallido,Tráfico/Congestión,Motocicleta,7000.0
ENV-2026-01120,2026-07-22 01:50:00,Las Condes,26.5,48.0,49.9,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,7000.0
ENV-2026-01121,2026-07-25 02:08:00,San Bernardo,26.9,24.0,31.8,Fallido,Cliente Ausente,Motocicleta,7400.0
ENV-2026-01122,2026-07-04 11:21:00,Quilicura,15.0,24.0,20.9,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,5500.0
ENV-2026-01123,2026-07-11 09:15:00,Pudahuel,27.8,48.0,41.4,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7100.0
ENV-2026-01124,2026-08-21 08:46:00,Maipú,29.2,24.0,26.9,Entregado con Atraso,Cliente Ausente,Motocicleta,7800.0
ENV-2026-01125,2026-07-05 07:49:00,Las Condes,26.6,24.0,14.1,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7000.0
ENV-2026-01126,2026-07-17 18:57:00,Las Condes,11.1,24.0,15.1,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4800.0
ENV-2026-01127,2026-08-03 05:24:00,Pudahuel,34.5,48.0,108.9,Fallido,Cliente Ausente,Furgón 1.5T,8100.0
ENV-2026-01128,2026-08-24 18:27:00,La Florida,9.9,24.0,17.2,Entregado a Tiempo,Sin Falla,Motocicleta,4300.0
ENV-2026-01129,2026-07-25 23:09:00,Puente Alto,33.5,48.0,75.6,Fallido,Cliente Ausente,Furgón 1.5T,8000.0
ENV-2026-01130,2026-07-16 13:53:00,Quilicura,18.8,24.0,21.5,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5700.0
ENV-2026-01131,2026-07-26 19:57:00,Santiago,24.3,24.0,33.3,Fallido,Tráfico/Congestión,Furgón 1.5T,7100.0
ENV-2026-01132,2026-07-24 15:56:00,La Florida,16.0,24.0,27.7,Entregado con Atraso,Cliente Ausente,Furgón Eléctrico,5300.0
ENV-2026-01133,2026-07-30 02:06:00,Maipú,32.2,24.0,24.0,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,8100.0
ENV-2026-01134,2026-07-29 14:30:00,Maipú,34.5,12.0,12.4,Entregado con Atraso,Tráfico/Congestión,Motocicleta,8200.0
ENV-2026-01135,2026-07-28 00:53:00,Quilicura,7.8,12.0,15.5,Entregado con Atraso,Tráfico/Congestión,Camión 3.5T,4500.0
